x,y
0.0,0.03660600532319703
0.1,0.04709713497488653
0.2,0.06011214974995193
0.3,0.0761124394816709
0.4,0.09560368284577392
0.5,0.11912946307527893
0.6,0.14726152834094872
0.7,0.1805863610742202
0.8,0.21968786559065925
0.9,0.2651261772819843
1.0,0.3174128356438406
1.1,0.37698283890349527
1.2,0.4441643962761079
1.3,0.5191474962283743
1.4,0.6019526926766229
1.5,0.6924017500387473
1.6,0.7900919557767347
1.7,0.8943759801865937
1.8,1.0043491164323803
1.9,1.1188455546188854
2.0,1.2364450266430853
2.1,1.3554907092721924
2.2,1.4741187090327001
2.3,1.5902988037291172
2.4,1.701885422147881
2.5,1.80667715438319
2.6,1.9024824535164875
2.7,1.9871886685291997
2.8,2.0588311870169527
2.9,2.1156593035312086
3.0,2.156195490190526
3.1,2.1792850381820053
3.2,2.184133550244544
3.3,2.1703304641227312
3.4,2.1378576266074516
3.5,2.087082854408868
3.6,2.0187393401454115
3.7,1.9338926150087659
3.8,1.833897494266688
3.9,1.7203479487419977
4.0,1.5950231226585547
4.1,1.459832734965191
4.2,1.3167648603900917
4.3,1.1678386149266136
4.4,1.0150636167824127
4.5,0.8604073237843796
4.6,0.7057705383334514
4.7,0.5529706008274471
4.8,0.40373113646544256
4.9,0.25967673999086716
5.0,0.12233072012582945
5.1,-0.00688600205064823
5.2,-0.12665654708756238
5.3,-0.23577159695790012
5.4,-0.33313556264577704
5.5,-0.41777558112344454
5.6,-0.4888529303580543
5.7,-0.5456759393056718
5.8,-0.5877131019119042
5.9,-0.6146049234586166
6.0,-0.6261730534752107
6.1,-0.6224254847068409
6.2,-0.6035569897500945
6.3,-0.569944472284745
6.4,-0.5221374605802456
6.5,-0.4608444939927699
6.6,-0.38691657935831203
6.7,-0.301329167212736
6.8,-0.205164181225286
6.9,-0.09959351611021186
7.0,0.014134886684896987
7.1,0.13470773246280676
7.2,0.26075373287081927
7.3,0.3908481038725553
7.4,0.5235152031876567
7.5,0.6572307239818701
7.6,0.7904251105815158
7.7,0.9214899098726926
7.8,1.0487886073118131
7.9,1.1706731315039778
8.0,1.285506680674546
8.1,1.3916928807244793
8.2,1.4877105927166614
8.3,1.5721530174725142
8.4,1.6437691640971264
8.5,1.7015053162263285
8.6,1.7445438883611617
8.7,1.7723370398503107
8.8,1.7846326102466588
8.9,1.7814903407360745
9.0,1.76328691759763
9.1,1.7307090661699431
9.2,1.6847346790679514
9.3,1.626602718166398
9.4,1.557773325922958
9.5,1.479880165065004
9.6,1.394677435261272
9.7,1.303984264511906
9.8,1.209629231028359
9.9,1.113397643626033
10.0,1.016983914644428
10.1,0.9219509300659868
10.2,0.829697795471576
10.3,0.7414367560602888
10.4,0.6581794962011005
10.5,0.5807324572485539
10.6,0.5097003040346989
10.7,0.44549624602866855
10.8,0.3883575979385736
10.9,0.3383647619999062
11.0,0.2954617454804681
11.1,0.25947641006531486
11.2,0.2301389062573144
11.3,0.20709719501276058
11.4,0.18992920220777604
11.5,0.17815194781795346
11.6,0.17122882815526533
11.7,0.16857690942505185
11.8,0.16957636272046062
11.9,0.17358381630354508
12.0,0.17995036576719636
12.1,0.18804347895503354
12.2,0.19727052890645
12.3,0.20710073947003363
12.4,0.21708231415304824
12.5,0.22685244580220787
12.6,0.23613940579426515
12.7,0.24475744243378394
12.8,0.2525963185590789
12.9,0.259607779554142
13.0,0.2657911195293869
13.1,0.2711795180587444
13.2,0.27582819362388244
13.3,0.27980484434339353
13.4,0.28318241524307064
13.5,0.2860339638022777
13.6,0.2884292673050911
13.7,0.29043278564313363
13.8,0.29210262180046354
13.9,0.2934901785123199
14.0,0.29464027328688286
14.1,0.29559153371692426
14.2,0.2963769456097366
14.3,0.2970244665637628
14.4,0.29755764787795375
14.5,0.2979962296226109
14.6,0.29835668906066304
14.7,0.29865273299077866
14.8,0.29889573133283387
14.9,0.2990950934512652
15.0,0.2992585911128541
